uid,source,label,diacritic,sentence,original,translation,gloss,simple,Arg. Str.,ellipsis,filler-gap,control/raising,island effects,NPI/NCI,verbal agr.,binding,morphology,nominal structure,quantifier
391,ChatGPT,0,*,私が昨日食べたケーキは甘いが、友達が食べたは苦い。,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1667,ChatGPT,1,,彼女の歌声は美しいが、彼のはそうではない。,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1617,ChatGPT,1,,子供たちがどの公園で遊ぶか親は知っている。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1945,ChatGPT,1,,私は友達のためにプレゼントを買った。,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
625,ChatGPT,0,,花が優雅に咲かせられ枯れた。,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
486,ChatGPT,1,,彼女はピアノを弾くのを楽しんでいる。,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
996,ChatGPT,0,,彼女が靴を3冊走った。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
453,ChatGPT,1,,彼は新しい仕事を見つけるのを諦めた。,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1517,ChatGPT,0,,ナオコはそのケンタより薄い本を読んだ。,,,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
746,ChatGPT,1,,絵里は彼女の写真を展示した。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1829,ChatGPT,0,,彼女はピアノをした。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1193,ChatGPT,0,,このプロジェクトはの進行中だ。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
657,ChatGPT,0,,靴がきちんと磨かれ汚れた。,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1491,ChatGPT,0,,彼らは湿っています。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2072,ChatGPT,1,,彼は早く走ります。,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
621,ChatGPT,0,,パソコンが効率的に操作され故障した。,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
150,ChatGPT,0,*,彼は決して何もの約束を全然守らなかった。,彼は決して何もの約束を全然守らなかった。,He never kept no promises at all.,He-TOP never no promise-ACC at all keep-NEG-PAST,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1590,ChatGPT,1,,彼女がどの本を読むか彼も知らない。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2248,ChatGPT,1,,賢一は自分のキャリアプランを考え直した。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
642,ChatGPT,0,,バスケットボールが巧みに投げられ外れた。,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1526,ChatGPT,0,,健太は恵理がどうして彼の秘密を漏らしたのか憤っているの？,,,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1230,ChatGPT,0,,この料理は味がの濃い。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
565,ChatGPT,0,,メッセージが正確に伝えられ変わった。,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2098,ChatGPT,0,,どの絵画を彼女がどのアーティストから影響を受けたか知っていますか？,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1900,ChatGPT,0,,今日は暑いだ。,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2608,ChatGPT,0,,彼女に電話する友達が話す。,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2271,ChatGPT,1,,美佳は彼女の新しい趣味のヨガを楽しんでいる。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1013,ChatGPT,0,,電車が線路を4人走った。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1344,ChatGPT,1,,彼女は手紙を書いているよ。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1000,ChatGPT,0,,彼女が写真を2人撮った。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
722,ChatGPT,1,,美和は彼女の本を読んだ。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
48,ChatGPT,1,g,私たちは全く運動しなかった。,私たちは全く運動しなかった。,We didn't exercise at all.',we-TOP at-all exercise-NEG-PAST,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
670,ChatGPT,0,,スーツケースが整理され散らばった。,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1437,ChatGPT,0,,この窓は渇いています。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
605,ChatGPT,0,,雲が軽やかに流れ消えた。,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1435,ChatGPT,0,,このリンゴは退屈です。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1858,ChatGPT,0,,彼が作っているのは明るいのソフトウェアだ。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1999,ChatGPT,0,,この花は香りがいいだ。,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1110,ChatGPT,1,,彼女はお茶を飲み終わった。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
827,ChatGPT,0,,恵美は自分を改善するためにし努力した。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1393,ChatGPT,0,,僕が上司をお迎えになった。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
667,ChatGPT,0,,朝食が豪華に用意され冷えた。,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1712,ChatGPT,1,,この橋は新しくて長い。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
27,ChatGPT,1,g,誰もその議論に参加しなかった。,誰もその議論に参加しなかった。,Nobody participated in that discussion.',no one that discussion-DAT participate-NEG-PAST,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
969,ChatGPT,1,,彼女は全員にお茶を出した。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1627,ChatGPT,1,,彼女がどの映画を見るか彼は興味がある。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
572,ChatGPT,0,,誕生日が忘れられ記憶された。,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
396,ChatGPT,0,*,彼女が昨夜聴いたアルバムは感動的だが、友達が聴いたは平凡だ。,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2506,ChatGPT,1,,彼女は妹に手紙を書いた。,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
203,ChatGPT,0,*,今日は誰もその犬にさえ触れなかった。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
764,ChatGPT,1,,康太は自分のヨットを航海に出した。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2371,ChatGPT,1,,遠藤社長が先輩に経験談をお聞きになった。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2544,ChatGPT,0,,方針への不満がしにくい口について話された。,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1098,ChatGPT,0,,俊介は彼の友達にと感謝した。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
168,ChatGPT,0,*,私たちは滅多に何も計画しなかった。,私たちは滅多に何も計画しなかった。,We seldom planned nothing.,We-TOP seldom nothing-ACC plan-NEG-PAST,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1085,ChatGPT,0,,彼が歌を三匹歌った。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1214,ChatGPT,0,,彼は失敗からに学んだ。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
477,ChatGPT,1,,彼は早く起きることを決めた。,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
353,ChatGPT,0,*,彼女はランニングをしなかったが、彼は友達が好むをした。,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2472,ChatGPT,1,,彼は友達とバスケットボールをした。,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1833,ChatGPT,0,,彼女は庭をした。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
517,ChatGPT,1,,学生たちは新しい言語を習得するのを目指している。,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
672,ChatGPT,0,,ティーカップが繊細に洗われ割れた。,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2473,ChatGPT,1,,彼女は家事をしている。,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
760,ChatGPT,1,,理絵は彼女の服を手作りした。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2227,ChatGPT,1,,花子は彼女の部屋の模様替えをした。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1682,ChatGPT,1,,彼のビジネス戦略は攻撃的だが、彼女のは防御的だ。,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1449,ChatGPT,0,,あの橋は不快です。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1470,ChatGPT,0,,この議論が歌っています。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
379,ChatGPT,0,*,私が昨日見た映画は感動的だが、姉が見たはつまらない。,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
201,ChatGPT,0,*,私たちはほとんど何ものパーティを企画しなかった。,私たちはほとんど何ものパーティを企画しなかった。,We hardly planned any parties.,We-TOP hardly what-MO-GEN party-ACC plan-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1422,ChatGPT,0,,彼が兄をお見送りになる。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
109,ChatGPT,1,g,私は決して運動する時間がない。,私は決して運動する時間がない。,I never have time to exercise.',I-TOP never exercise do time-NOM exist-NEG Present,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
717,ChatGPT,1,,健一は自分のゴルフの腕を磨いた。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1940,ChatGPT,1,,本の上で犬が寝ている。,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
516,ChatGPT,1,,彼女は新しいダンスを習うのを考えている。,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1978,ChatGPT,1,,彼は医者である。,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2390,ChatGPT,1,,私たちは映画を見に行く。,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
533,ChatGPT,1,,彼は新しいスキルを身につけるのを始めた。,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1909,ChatGPT,0,,学生が教科書に勉強した。,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2557,ChatGPT,0,,彼が悪事から足を洗うと思われる。,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
277,ChatGPT,1,*,山田さんは来週の会議を主催すると発表した。,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1401,ChatGPT,0,,私が友達をお迎えになる。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1821,ChatGPT,0,,その犬は走りの速いです。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1968,ChatGPT,1,,彼は彼女に電話をかける。,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1108,ChatGPT,1,,この本は読みやすい。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1980,ChatGPT,0,,このリンゴは甘いだ。,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2037,ChatGPT,1,,彼女は歌が上手です。,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2309,ChatGPT,1,,私たちはその公園を3回訪れた。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
939,ChatGPT,1,,彼女はペンを5本買いました。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
226,ChatGPT,0,*,飲んだコーヒーが強かったのはどの種類ですか？,,,,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1325,ChatGPT,1,,彼が上司にプロジェクトの進捗をお知らせした。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2478,ChatGPT,1,,彼が朝食を作った。,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2497,ChatGPT,1,,父が庭で花を植えている。,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2105,ChatGPT,1,,昨日食べた寿司がとても美味しかった。,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1016,ChatGPT,0,,学生が質問を5台聞いた。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1672,ChatGPT,1,,彼の解決策は効果的だが、彼女のはそうではない。,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2537,ChatGPT,0,,彼は彼女に話される。,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1157,ChatGPT,1,,子供たちは外で遊んでいる。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1277,ChatGPT,0,,彼女は遠くをが見ている。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1841,ChatGPT,0,,その車は甘いの自動車だ。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1341,ChatGPT,1,,彼らは新しいレストランで食事をしましたよ。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2533,ChatGPT,0,,音楽は太郎に聞かれる。,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
230,ChatGPT,1,*,聞いたアドバイスが有益だったのはどの先輩ですか？,,,,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
754,ChatGPT,1,,美穂子は彼女の夢に向かって努力した。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
286,ChatGPT,1,*,彼は彼女にプレゼントを送ると約束した。,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
587,ChatGPT,0,,橋が堅固に建てられ崩れた。,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1860,ChatGPT,0,,彼女はホテルをした。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1938,ChatGPT,1,,猫が椅子の下に寝る。,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1881,ChatGPT,0,,彼は料理が上手だ。,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
846,ChatGPT,0,,裕子は彼女のペットをま可愛がった。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
773,ChatGPT,0,,一郎は彼の父親に感謝のした。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
798,ChatGPT,0,,美穂は彼女の子供たちと公園へく行った。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
425,ChatGPT,0,*,私はその暗いより色鮮やかな絵を描いた。,,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1996,ChatGPT,0,,彼女は敏速な走る。,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1734,ChatGPT,0,,それは犬と散歩だ。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
265,ChatGPT,1,*,彼女が子供たちに読んであげた本は古典的なおとぎ話だ。,,,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2401,ChatGPT,1,,彼女は毎朝コーヒーを飲む。,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2441,ChatGPT,1,,彼は友達とバーベキューをした。,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1747,ChatGPT,0,,彼は全然誰ものアドバイスを聞かなかった。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1058,ChatGPT,0,,彼女が習ったのは言語を二つ音楽だ。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2128,ChatGPT,1,,先週末に見た劇は非常に印象的だった。,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
380,ChatGPT,0,*,彼が先週書いたレポートは詳しいが、彼女が書いたは大雑把だ。,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1175,ChatGPT,1,,この映画は感動的だった。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
918,ChatGPT,1,,彼女は一日に5回電話をかける。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1358,ChatGPT,1,,ケーキを食べたい人は誰ですか？,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2320,ChatGPT,1,,その店には時計が30個展示されている。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
484,ChatGPT,1,,彼は新しい仕事を探すのを試みた。,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1288,ChatGPT,0,,この料理は手間がのかかる。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
199,ChatGPT,0,*,彼は決して新しい何も冒険しなかった。,彼は決して新しい何も冒険しなかった。,He never ventured into anything new.,He-TOP never new what-MO adventure-NEG-PAST,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1714,ChatGPT,1,,彼女のドレスは青くてエレガントだ。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
36,ChatGPT,1,g,彼女は一度もその歌を歌わなかった。,彼女は一度もその歌を歌わなかった。,She never sang that song even once.',she-TOP once-MO that song-ACC sing-NEG-PAST,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1995,ChatGPT,0,,このゲームは楽しいだった。,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1926,ChatGPT,0,,彼女が雑誌に読んだ。,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1706,ChatGPT,1,,彼女の計算は迅速だが、彼のは遅い。,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
658,ChatGPT,0,,枝が力強く伸ばされ切られた。,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2414,ChatGPT,1,,彼女は昨晩夕飯を作った。,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1353,ChatGPT,1,,彼は今日は早く帰るつもりですよ。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1642,ChatGPT,0,,木村さんが選ぶどの色のシャツか同僚は驚いている。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1989,ChatGPT,0,,彼女は速い走る。,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2502,ChatGPT,1,,私たちは週末にハイキングに行く。,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1931,ChatGPT,0,,学生が宿題にやった。,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
507,ChatGPT,1,,彼女はキャリアの変更を考えるのを決意した。,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1671,ChatGPT,1,,彼女の絵は色鮮やかだが、彼のは地味だ。,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
768,ChatGPT,0,,恵美は彼女の兄にで手紙を書いた。,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
