uid,source,label,diacritic,sentence,original,translation,gloss,simple,Arg. Str.,ellipsis,filler-gap,control/raising,island effects,NPI/NCI,verbal agr.,binding,morphology,nominal structure,quantifier,category,acceptability
670,ChatGPT,0,,スーツケースが整理され散らばった。,,,,False,False,False,False,True,False,False,False,False,False,False,False,control/raising,unacceptable
1437,ChatGPT,0,,この窓は渇いています。,,,,False,False,False,False,False,False,False,True,False,False,False,False,verbal agr.,unacceptable
605,ChatGPT,0,,雲が軽やかに流れ消えた。,,,,False,False,False,False,True,False,False,False,False,False,False,False,control/raising,unacceptable
1435,ChatGPT,0,,このリンゴは退屈です。,,,,False,False,False,False,False,False,False,True,False,False,False,False,verbal agr.,unacceptable
1858,ChatGPT,0,,彼が作っているのは明るいのソフトウェアだ。,,,,False,False,False,False,False,False,False,False,False,False,True,False,nominal structure,unacceptable
1999,ChatGPT,0,,この花は香りがいいだ。,,,,True,False,False,False,False,False,False,False,False,False,False,False,simple,unacceptable
1110,ChatGPT,1,,彼女はお茶を飲み終わった。,,,,False,False,False,False,False,False,False,False,False,True,False,False,morphology,acceptable
827,ChatGPT,0,,恵美は自分を改善するためにし努力した。,,,,False,False,False,False,False,False,False,False,True,False,False,False,binding,unacceptable
1393,ChatGPT,0,,僕が上司をお迎えになった。,,,,False,False,False,False,False,False,False,True,False,False,False,False,verbal agr.,unacceptable
667,ChatGPT,0,,朝食が豪華に用意され冷えた。,,,,False,False,False,False,True,False,False,False,False,False,False,False,control/raising,unacceptable
1712,ChatGPT,1,,この橋は新しくて長い。,,,,False,False,False,False,False,False,False,False,False,False,True,False,nominal structure,acceptable
27,ChatGPT,1,g,誰もその議論に参加しなかった。,誰もその議論に参加しなかった。,Nobody participated in that discussion.',no one that discussion-DAT participate-NEG-PAST,False,False,False,False,False,False,True,False,False,False,False,False,NPI/NCI,acceptable
969,ChatGPT,1,,彼女は全員にお茶を出した。,,,,False,False,False,False,False,False,False,False,False,False,False,True,quantifier,acceptable
1627,ChatGPT,1,,彼女がどの映画を見るか彼は興味がある。,,,,False,False,False,False,False,True,False,False,False,False,False,False,island effects,acceptable
572,ChatGPT,0,,誕生日が忘れられ記憶された。,,,,False,False,False,False,True,False,False,False,False,False,False,False,control/raising,unacceptable
396,ChatGPT,0,*,彼女が昨夜聴いたアルバムは感動的だが、友達が聴いたは平凡だ。,,,,False,False,True,False,False,False,False,False,False,False,True,False,ellipsis,unacceptable
2506,ChatGPT,1,,彼女は妹に手紙を書いた。,,,,False,True,False,False,False,False,False,False,False,False,False,False,Arg. Str.,acceptable
203,ChatGPT,0,*,今日は誰もその犬にさえ触れなかった。,,,,False,False,False,False,False,False,True,False,False,False,False,False,NPI/NCI,unacceptable
764,ChatGPT,1,,康太は自分のヨットを航海に出した。,,,,False,False,False,False,False,False,False,False,True,False,False,False,binding,acceptable
2371,ChatGPT,1,,遠藤社長が先輩に経験談をお聞きになった。,,,,False,False,False,False,False,False,False,True,False,False,False,False,verbal agr.,acceptable
2544,ChatGPT,0,,方針への不満がしにくい口について話された。,,,,False,True,False,False,False,False,False,False,False,False,False,False,Arg. Str.,unacceptable
1098,ChatGPT,0,,俊介は彼の友達にと感謝した。,,,,False,False,False,False,False,False,False,False,True,False,False,False,binding,unacceptable
168,ChatGPT,0,*,私たちは滅多に何も計画しなかった。,私たちは滅多に何も計画しなかった。,We seldom planned nothing.,We-TOP seldom nothing-ACC plan-NEG-PAST,False,False,False,False,False,False,True,False,False,False,False,False,NPI/NCI,unacceptable
1085,ChatGPT,0,,彼が歌を三匹歌った。,,,,False,False,False,False,False,False,False,False,False,False,False,True,quantifier,unacceptable
1214,ChatGPT,0,,彼は失敗からに学んだ。,,,,False,False,False,False,False,False,False,False,False,True,False,False,morphology,unacceptable
477,ChatGPT,1,,彼は早く起きることを決めた。,,,,False,False,False,False,True,False,False,False,False,False,False,False,control/raising,acceptable
353,ChatGPT,0,*,彼女はランニングをしなかったが、彼は友達が好むをした。,,,,False,False,True,False,False,False,False,False,False,False,False,False,ellipsis,unacceptable
2472,ChatGPT,1,,彼は友達とバスケットボールをした。,,,,False,True,False,False,False,False,False,False,False,False,False,False,Arg. Str.,acceptable
1833,ChatGPT,0,,彼女は庭をした。,,,,False,False,False,False,False,False,False,False,False,False,True,False,nominal structure,unacceptable
517,ChatGPT,1,,学生たちは新しい言語を習得するのを目指している。,,,,False,False,False,False,True,False,False,False,False,False,False,False,control/raising,acceptable
672,ChatGPT,0,,ティーカップが繊細に洗われ割れた。,,,,False,False,False,False,True,False,False,False,False,False,False,False,control/raising,unacceptable
2473,ChatGPT,1,,彼女は家事をしている。,,,,False,True,False,False,False,False,False,False,False,False,False,False,Arg. Str.,acceptable
760,ChatGPT,1,,理絵は彼女の服を手作りした。,,,,False,False,False,False,False,False,False,False,True,False,False,False,binding,acceptable
2227,ChatGPT,1,,花子は彼女の部屋の模様替えをした。,,,,False,False,False,False,False,False,False,False,True,False,False,False,binding,acceptable
1682,ChatGPT,1,,彼のビジネス戦略は攻撃的だが、彼女のは防御的だ。,,,,False,False,True,False,False,False,False,False,False,False,True,False,ellipsis,acceptable
1449,ChatGPT,0,,あの橋は不快です。,,,,False,False,False,False,False,False,False,True,False,False,False,False,verbal agr.,unacceptable
1470,ChatGPT,0,,この議論が歌っています。,,,,False,False,False,False,False,False,False,True,False,False,False,False,verbal agr.,unacceptable
379,ChatGPT,0,*,私が昨日見た映画は感動的だが、姉が見たはつまらない。,,,,False,False,True,False,False,False,False,False,False,False,True,False,ellipsis,unacceptable
201,ChatGPT,0,*,私たちはほとんど何ものパーティを企画しなかった。,私たちはほとんど何ものパーティを企画しなかった。,We hardly planned any parties.,We-TOP hardly what-MO-GEN party-ACC plan-,False,False,False,False,False,False,True,False,False,False,False,False,NPI/NCI,unacceptable
1422,ChatGPT,0,,彼が兄をお見送りになる。,,,,False,False,False,False,False,False,False,True,False,False,False,False,verbal agr.,unacceptable
109,ChatGPT,1,g,私は決して運動する時間がない。,私は決して運動する時間がない。,I never have time to exercise.',I-TOP never exercise do time-NOM exist-NEG Present,False,False,False,False,False,False,True,False,False,False,False,False,NPI/NCI,acceptable
717,ChatGPT,1,,健一は自分のゴルフの腕を磨いた。,,,,False,False,False,False,False,False,False,False,True,False,False,False,binding,acceptable
1940,ChatGPT,1,,本の上で犬が寝ている。,,,,True,False,False,False,False,False,False,False,False,False,False,False,simple,acceptable
516,ChatGPT,1,,彼女は新しいダンスを習うのを考えている。,,,,False,False,False,False,True,False,False,False,False,False,False,False,control/raising,acceptable
1978,ChatGPT,1,,彼は医者である。,,,,True,False,False,False,False,False,False,False,False,False,False,False,simple,acceptable
2390,ChatGPT,1,,私たちは映画を見に行く。,,,,True,False,False,False,False,False,False,False,False,False,False,False,simple,acceptable
533,ChatGPT,1,,彼は新しいスキルを身につけるのを始めた。,,,,False,False,False,False,True,False,False,False,False,False,False,False,control/raising,acceptable
1909,ChatGPT,0,,学生が教科書に勉強した。,,,,True,False,False,False,False,False,False,False,False,False,False,False,simple,unacceptable
2557,ChatGPT,0,,彼が悪事から足を洗うと思われる。,,,,False,True,False,False,False,False,False,False,False,False,False,False,Arg. Str.,unacceptable
277,ChatGPT,1,*,山田さんは来週の会議を主催すると発表した。,,,,False,False,True,False,False,False,False,False,False,False,False,False,ellipsis,acceptable
1401,ChatGPT,0,,私が友達をお迎えになる。,,,,False,False,False,False,False,False,False,True,False,False,False,False,verbal agr.,unacceptable
1821,ChatGPT,0,,その犬は走りの速いです。,,,,False,False,False,False,False,False,False,False,False,False,True,False,nominal structure,unacceptable
1968,ChatGPT,1,,彼は彼女に電話をかける。,,,,True,False,False,False,False,False,False,False,False,False,False,False,simple,acceptable
1108,ChatGPT,1,,この本は読みやすい。,,,,False,False,False,False,False,False,False,False,False,True,False,False,morphology,acceptable
1980,ChatGPT,0,,このリンゴは甘いだ。,,,,True,False,False,False,False,False,False,False,False,False,False,False,simple,unacceptable
2037,ChatGPT,1,,彼女は歌が上手です。,,,,True,False,False,False,False,False,False,False,False,False,False,False,simple,acceptable
2309,ChatGPT,1,,私たちはその公園を3回訪れた。,,,,False,False,False,False,False,False,False,False,False,False,False,True,quantifier,acceptable
939,ChatGPT,1,,彼女はペンを5本買いました。,,,,False,False,False,False,False,False,False,False,False,False,False,True,quantifier,acceptable
226,ChatGPT,0,*,飲んだコーヒーが強かったのはどの種類ですか？,,,,False,False,True,True,False,True,False,False,False,False,False,False,ellipsis,unacceptable
1325,ChatGPT,1,,彼が上司にプロジェクトの進捗をお知らせした。,,,,False,False,False,False,False,False,False,True,False,False,False,False,verbal agr.,acceptable
2478,ChatGPT,1,,彼が朝食を作った。,,,,False,True,False,False,False,False,False,False,False,False,False,False,Arg. Str.,acceptable
2497,ChatGPT,1,,父が庭で花を植えている。,,,,False,True,False,False,False,False,False,False,False,False,False,False,Arg. Str.,acceptable
2105,ChatGPT,1,,昨日食べた寿司がとても美味しかった。,,,,False,False,False,True,False,False,False,False,False,False,False,False,filler-gap,acceptable
1016,ChatGPT,0,,学生が質問を5台聞いた。,,,,False,False,False,False,False,False,False,False,False,False,False,True,quantifier,unacceptable
1672,ChatGPT,1,,彼の解決策は効果的だが、彼女のはそうではない。,,,,False,False,True,False,False,False,False,False,False,False,True,False,ellipsis,acceptable
2537,ChatGPT,0,,彼は彼女に話される。,,,,False,True,False,False,False,False,False,False,False,False,False,False,Arg. Str.,unacceptable
1157,ChatGPT,1,,子供たちは外で遊んでいる。,,,,False,False,False,False,False,False,False,False,False,True,False,False,morphology,acceptable
1277,ChatGPT,0,,彼女は遠くをが見ている。,,,,False,False,False,False,False,False,False,False,False,True,False,False,morphology,unacceptable
1841,ChatGPT,0,,その車は甘いの自動車だ。,,,,False,False,False,False,False,False,False,False,False,False,True,False,nominal structure,unacceptable
1341,ChatGPT,1,,彼らは新しいレストランで食事をしましたよ。,,,,False,False,False,False,False,False,False,True,False,False,False,False,verbal agr.,acceptable
2533,ChatGPT,0,,音楽は太郎に聞かれる。,,,,False,True,False,False,False,False,False,False,False,False,False,False,Arg. Str.,unacceptable
230,ChatGPT,1,*,聞いたアドバイスが有益だったのはどの先輩ですか？,,,,False,False,True,True,False,True,False,False,False,False,False,False,ellipsis,acceptable
754,ChatGPT,1,,美穂子は彼女の夢に向かって努力した。,,,,False,False,False,False,False,False,False,False,True,False,False,False,binding,acceptable
286,ChatGPT,1,*,彼は彼女にプレゼントを送ると約束した。,,,,False,False,True,False,False,False,False,False,False,False,False,False,ellipsis,acceptable
587,ChatGPT,0,,橋が堅固に建てられ崩れた。,,,,False,False,False,False,True,False,False,False,False,False,False,False,control/raising,unacceptable
1860,ChatGPT,0,,彼女はホテルをした。,,,,False,False,False,False,False,False,False,False,False,False,True,False,nominal structure,unacceptable
1938,ChatGPT,1,,猫が椅子の下に寝る。,,,,True,False,False,False,False,False,False,False,False,False,False,False,simple,acceptable
1881,ChatGPT,0,,彼は料理が上手だ。,,,,True,False,False,False,False,False,False,False,False,False,False,False,simple,unacceptable
846,ChatGPT,0,,裕子は彼女のペットをま可愛がった。,,,,False,False,False,False,False,False,False,False,True,False,False,False,binding,unacceptable
773,ChatGPT,0,,一郎は彼の父親に感謝のした。,,,,False,False,False,False,False,False,False,False,True,False,False,False,binding,unacceptable
798,ChatGPT,0,,美穂は彼女の子供たちと公園へく行った。,,,,False,False,False,False,False,False,False,False,True,False,False,False,binding,unacceptable
425,ChatGPT,0,*,私はその暗いより色鮮やかな絵を描いた。,,,,False,False,True,True,False,False,False,False,False,False,False,False,ellipsis,unacceptable
1996,ChatGPT,0,,彼女は敏速な走る。,,,,True,False,False,False,False,False,False,False,False,False,False,False,simple,unacceptable
1734,ChatGPT,0,,それは犬と散歩だ。,,,,False,False,False,False,False,False,False,False,False,False,True,False,nominal structure,unacceptable
265,ChatGPT,1,*,彼女が子供たちに読んであげた本は古典的なおとぎ話だ。,,,,False,False,False,True,False,True,False,False,False,False,False,False,filler-gap,acceptable
2401,ChatGPT,1,,彼女は毎朝コーヒーを飲む。,,,,False,True,False,False,False,False,False,False,False,False,False,False,Arg. Str.,acceptable
2441,ChatGPT,1,,彼は友達とバーベキューをした。,,,,False,True,False,False,False,False,False,False,False,False,False,False,Arg. Str.,acceptable
1747,ChatGPT,0,,彼は全然誰ものアドバイスを聞かなかった。,,,,False,False,False,False,False,False,True,False,False,False,False,False,NPI/NCI,unacceptable
1058,ChatGPT,0,,彼女が習ったのは言語を二つ音楽だ。,,,,False,False,False,False,False,False,False,False,False,False,False,True,quantifier,unacceptable
2128,ChatGPT,1,,先週末に見た劇は非常に印象的だった。,,,,False,False,False,True,False,False,False,False,False,False,False,False,filler-gap,acceptable
380,ChatGPT,0,*,彼が先週書いたレポートは詳しいが、彼女が書いたは大雑把だ。,,,,False,False,True,False,False,False,False,False,False,False,True,False,ellipsis,unacceptable
1175,ChatGPT,1,,この映画は感動的だった。,,,,False,False,False,False,False,False,False,False,False,True,False,False,morphology,acceptable
918,ChatGPT,1,,彼女は一日に5回電話をかける。,,,,False,False,False,False,False,False,False,False,False,False,False,True,quantifier,acceptable
1358,ChatGPT,1,,ケーキを食べたい人は誰ですか？,,,,False,False,False,False,False,False,False,True,False,False,False,False,verbal agr.,acceptable
2320,ChatGPT,1,,その店には時計が30個展示されている。,,,,False,False,False,False,False,False,False,False,False,False,False,True,quantifier,acceptable
484,ChatGPT,1,,彼は新しい仕事を探すのを試みた。,,,,False,False,False,False,True,False,False,False,False,False,False,False,control/raising,acceptable
1288,ChatGPT,0,,この料理は手間がのかかる。,,,,False,False,False,False,False,False,False,False,False,True,False,False,morphology,unacceptable
199,ChatGPT,0,*,彼は決して新しい何も冒険しなかった。,彼は決して新しい何も冒険しなかった。,He never ventured into anything new.,He-TOP never new what-MO adventure-NEG-PAST,False,False,False,False,False,False,True,False,False,False,False,False,NPI/NCI,unacceptable
1714,ChatGPT,1,,彼女のドレスは青くてエレガントだ。,,,,False,False,False,False,False,False,False,False,False,False,True,False,nominal structure,acceptable
36,ChatGPT,1,g,彼女は一度もその歌を歌わなかった。,彼女は一度もその歌を歌わなかった。,She never sang that song even once.',she-TOP once-MO that song-ACC sing-NEG-PAST,False,False,False,False,False,False,True,False,False,False,False,False,NPI/NCI,acceptable
1995,ChatGPT,0,,このゲームは楽しいだった。,,,,True,False,False,False,False,False,False,False,False,False,False,False,simple,unacceptable
1926,ChatGPT,0,,彼女が雑誌に読んだ。,,,,True,False,False,False,False,False,False,False,False,False,False,False,simple,unacceptable
1706,ChatGPT,1,,彼女の計算は迅速だが、彼のは遅い。,,,,False,False,True,False,False,False,False,False,False,False,True,False,ellipsis,acceptable
658,ChatGPT,0,,枝が力強く伸ばされ切られた。,,,,False,False,False,False,True,False,False,False,False,False,False,False,control/raising,unacceptable
2414,ChatGPT,1,,彼女は昨晩夕飯を作った。,,,,False,True,False,False,False,False,False,False,False,False,False,False,Arg. Str.,acceptable
1353,ChatGPT,1,,彼は今日は早く帰るつもりですよ。,,,,False,False,False,False,False,False,False,True,False,False,False,False,verbal agr.,acceptable
1642,ChatGPT,0,,木村さんが選ぶどの色のシャツか同僚は驚いている。,,,,False,False,False,False,False,True,False,False,False,False,False,False,island effects,unacceptable
1989,ChatGPT,0,,彼女は速い走る。,,,,True,False,False,False,False,False,False,False,False,False,False,False,simple,unacceptable
2502,ChatGPT,1,,私たちは週末にハイキングに行く。,,,,False,True,False,False,False,False,False,False,False,False,False,False,Arg. Str.,acceptable
1931,ChatGPT,0,,学生が宿題にやった。,,,,True,False,False,False,False,False,False,False,False,False,False,False,simple,unacceptable
507,ChatGPT,1,,彼女はキャリアの変更を考えるのを決意した。,,,,False,False,False,False,True,False,False,False,False,False,False,False,control/raising,acceptable
1671,ChatGPT,1,,彼女の絵は色鮮やかだが、彼のは地味だ。,,,,False,False,True,False,False,False,False,False,False,False,True,False,ellipsis,acceptable
768,ChatGPT,0,,恵美は彼女の兄にで手紙を書いた。,,,,False,False,False,False,False,False,False,False,True,False,False,False,binding,unacceptable
2147,ChatGPT,1,,最近始めた瞑想は心の平穏をもたらしている。,,,,False,False,False,True,False,False,False,False,False,False,False,False,filler-gap,acceptable
1653,ChatGPT,0,,店員が勧めるどの商品かお客さんは待っている。,,,,False,False,False,False,False,True,False,False,False,False,False,False,island effects,unacceptable
1979,ChatGPT,0,,映画は面白いだった。,,,,True,False,False,False,False,False,False,False,False,False,False,False,simple,unacceptable
187,ChatGPT,0,*,私たちはほとんど何ものゲームを企画しなかった。,私たちはほとんど何ものゲームを企画しなかった。,We hardly planned any games.,We-TOP hardly what-MO-GEN game-ACC plan-NEG Present,False,False,False,False,False,False,True,False,False,False,False,False,NPI/NCI,unacceptable
494,ChatGPT,1,,彼は自分のビジネスを立ち上げるのを夢見ている。,,,,False,False,False,False,True,False,False,False,False,False,False,False,control/raising,acceptable
2503,ChatGPT,1,,警察官が交通違反の車を止めた。,,,,False,True,False,False,False,False,False,False,False,False,False,False,Arg. Str.,acceptable
1389,ChatGPT,0,,田中君が部長をお待ちになる。,,,,False,False,False,False,False,False,False,True,False,False,False,False,verbal agr.,unacceptable
2549,ChatGPT,0,,ゴミが捨てられたと思われていた日について話された。,,,,False,True,False,False,False,False,False,False,False,False,False,False,Arg. Str.,unacceptable
2393,ChatGPT,1,,犬は散歩が好きだ。,,,,True,False,False,False,False,False,False,False,False,False,False,False,simple,acceptable
1880,ChatGPT,0,,彼女はピアノを弾く上手だ。,,,,True,False,False,False,False,False,False,False,False,False,False,False,simple,unacceptable
1997,ChatGPT,0,,その歌は美しいだ。,,,,True,False,False,False,False,False,False,False,False,False,False,False,simple,unacceptable
1928,ChatGPT,0,,彼女が水に飲んだ。,,,,True,False,False,False,False,False,False,False,False,False,False,False,simple,unacceptable
1198,ChatGPT,0,,彼女の声がを聞こえる。,,,,False,False,False,False,False,False,False,False,False,True,False,False,morphology,unacceptable
1703,ChatGPT,1,,彼女の演説は説得力があるが、彼のは影響力がない。,,,,False,False,True,False,False,False,False,False,False,False,True,False,ellipsis,acceptable
1174,ChatGPT,1,,彼女はケーキを焼くつもりだ。,,,,False,False,False,False,False,False,False,False,False,True,False,False,morphology,acceptable
892,ChatGPT,1,,彼女は友達全員にメールを送った。,,,,False,False,False,False,False,False,False,False,False,False,False,True,quantifier,acceptable
21,ChatGPT,1,g,彼はほとんどコーヒーを飲まなかった。,彼はほとんどコーヒーを飲まなかった。,He hardly drank any coffee.',he-TOP almost coffee-ACC drink-NEG-PAST,False,False,False,False,False,False,True,False,False,False,False,False,NPI/NCI,acceptable
2308,ChatGPT,1,,彼女は一日に2リットルの水を飲む。,,,,False,False,False,False,False,False,False,False,False,False,False,True,quantifier,acceptable
1778,ChatGPT,0,,彼女は決して何ものプレゼントも受け取らなかった。,,,,False,False,False,False,False,False,True,False,False,False,False,False,NPI/NCI,unacceptable
258,ChatGPT,1,*,彼女が訪れて美しいと感じた寺院は京都にある清水寺だ。,,,,False,False,False,True,False,True,False,False,False,False,False,False,filler-gap,acceptable
2599,ChatGPT,0,,友達が話す彼女に電話する。,,,,False,True,False,False,False,False,False,False,False,False,False,False,Arg. Str.,unacceptable
855,ChatGPT,0,,里美は自分の料理にに誇りを持った。,,,,False,False,False,False,False,False,False,False,True,False,False,False,binding,unacceptable
1187,ChatGPT,0,,彼女は急いで部屋のを片付けた。,,,,False,False,False,False,False,False,False,False,False,True,False,False,morphology,unacceptable
1334,ChatGPT,1,,田辺さんがお客様に料金の詳細をご案内した。,,,,False,False,False,False,False,False,False,True,False,False,False,False,verbal agr.,acceptable
1457,ChatGPT,0,,あの道具は硬いです。,,,,False,False,False,False,False,False,False,True,False,False,False,False,verbal agr.,unacceptable
2420,ChatGPT,1,,彼女は美術館で絵を見た。,,,,False,True,False,False,False,False,False,False,False,False,False,False,Arg. Str.,acceptable
619,ChatGPT,0,,窓が明るく磨かれ汚れた。,,,,False,False,False,False,True,False,False,False,False,False,False,False,control/raising,unacceptable
2603,ChatGPT,0,,本を書く彼が読む。,,,,False,True,False,False,False,False,False,False,False,False,False,False,Arg. Str.,unacceptable
1350,ChatGPT,1,,彼は新しい自転車を買ったよ。,,,,False,False,False,False,False,False,False,True,False,False,False,False,verbal agr.,acceptable
1758,ChatGPT,0,,彼は決して何ものゲームもしなかった。,,,,False,False,False,False,False,False,True,False,False,False,False,False,NPI/NCI,unacceptable
1405,ChatGPT,0,,彼が彼女をお祝いになる。,,,,False,False,False,False,False,False,False,True,False,False,False,False,verbal agr.,unacceptable
2361,ChatGPT,1,,彼は車を洗っている。,,,,False,False,False,False,False,False,False,False,False,True,False,False,morphology,acceptable
2376,ChatGPT,1,,この花はとてもきれいだ。,,,,True,False,False,False,False,False,False,False,False,False,False,False,simple,acceptable
1593,ChatGPT,1,,子犬がどこで遊ぶか飼い主は気にしている。,,,,False,False,False,False,False,True,False,False,False,False,False,False,island effects,acceptable
755,ChatGPT,1,,一樹は自分の学習計画を立てた。,,,,False,False,False,False,False,False,False,False,True,False,False,False,binding,acceptable
505,ChatGPT,1,,学生たちは留学の準備を進めるのを決断した。,,,,False,False,False,False,True,False,False,False,False,False,False,False,control/raising,acceptable
370,ChatGPT,0,*,美香が昨日見た映画は面白いが、太郎が見たは退屈だ。,,,,False,False,True,False,False,False,False,False,False,False,True,False,ellipsis,unacceptable
2000,ChatGPT,0,,そのドレスは綺麗なだ。,,,,True,False,False,False,False,False,False,False,False,False,False,False,simple,unacceptable
1741,ChatGPT,0,,それは子供たちと遊びだ。,,,,False,False,False,False,False,False,False,False,False,False,True,False,nominal structure,unacceptable
1053,ChatGPT,0,,彼女が持っているのは靴を二足靴下だ。,,,,False,False,False,False,False,False,False,False,False,False,False,True,quantifier,unacceptable
2463,ChatGPT,1,,彼女はバスで帰宅した。,,,,False,True,False,False,False,False,False,False,False,False,False,False,Arg. Str.,acceptable
2241,ChatGPT,1,,智恵子は彼女の写真展を成功させた。,,,,False,False,False,False,False,False,False,False,True,False,False,False,binding,acceptable
1290,ChatGPT,1,,佐々木さんがお客様に商品の説明をさせていただきました。,,,,False,False,False,False,False,False,False,True,False,False,False,False,verbal agr.,acceptable
1499,ChatGPT,0,,彼らは新しいです。,,,,False,False,False,False,False,False,False,True,False,False,False,False,verbal agr.,unacceptable
1472,ChatGPT,0,,この仮説が飛んでいます。,,,,False,False,False,False,False,False,False,True,False,False,False,False,verbal agr.,unacceptable
1370,ChatGPT,1,,関口さんが先輩をご敬愛になった。,,,,False,False,False,False,False,False,False,True,False,False,False,False,verbal agr.,acceptable
458,ChatGPT,1,,彼は計画を変更することを決めた。,,,,False,False,False,False,True,False,False,False,False,False,False,False,control/raising,acceptable
412,ChatGPT,0,*,私が昨日見た展示は創造的だが、姉が見たは平凡だ。,,,,False,False,True,False,False,False,False,False,False,False,True,False,ellipsis,unacceptable
1836,ChatGPT,0,,彼女は教室をした。,,,,False,False,False,False,False,False,False,False,False,False,True,False,nominal structure,unacceptable
1280,ChatGPT,0,,彼は運転ががうまい。,,,,False,False,False,False,False,False,False,False,False,True,False,False,morphology,unacceptable
94,ChatGPT,1,g,誰もその答えを当てられなかった。,誰もその答えを当てられなかった。,No one could guess that answer.',no one that answer-ACC guess-can-NEG-PAST,False,False,False,False,False,False,True,False,False,False,False,False,NPI/NCI,acceptable
2303,ChatGPT,1,,彼女は一度もスキーに行ったことがない。,,,,False,False,False,False,False,False,False,False,False,False,False,True,quantifier,acceptable
417,ChatGPT,0,*,彼はその速いより安全な車で行った。,,,,False,False,True,True,False,False,False,False,False,False,False,False,ellipsis,unacceptable
953,ChatGPT,1,,そのバスには乗客が30人乗っていた。,,,,False,False,False,False,False,False,False,False,False,False,False,True,quantifier,acceptable
1077,ChatGPT,0,,先生が本を五輪読んだ。,,,,False,False,False,False,False,False,False,False,False,False,False,True,quantifier,unacceptable
70,ChatGPT,1,g,彼は全くギターを弾かない。,彼は全くギターを弾かない。,He does not play the guitar at all.',he-TOP at-all guitar-ACC play-NEG-NONPAST,False,False,False,False,False,False,True,False,False,False,False,False,NPI/NCI,acceptable
796,ChatGPT,0,,早苗は彼女の絵をよ売った。,,,,False,False,False,False,False,False,False,False,True,False,False,False,binding,unacceptable
1076,ChatGPT,0,,彼が車を二匹運転した。,,,,False,False,False,False,False,False,False,False,False,False,False,True,quantifier,unacceptable
86,ChatGPT,1,g,私たちは全く進歩しなかった。,私たちは全く進歩しなかった。,We made no progress at all.',we-TOP at-all progress-NEG-PAST,False,False,False,False,False,False,True,False,False,False,False,False,NPI/NCI,acceptable
2099,ChatGPT,0,,どのプログラムを彼がどのコンピューターが使ったか分かりますか？,,,,False,False,False,True,False,False,False,False,False,False,False,False,filler-gap,unacceptable
1365,ChatGPT,1,,大野さんが先生をお尊敬になった。,,,,False,False,False,False,False,False,False,True,False,False,False,False,verbal agr.,acceptable
872,ChatGPT,0,,一郎は彼の父親の遺産をの相続した。,,,,False,False,False,False,False,False,False,False,True,False,False,False,binding,unacceptable
1279,ChatGPT,0,,彼女は優しくの答える。,,,,False,False,False,False,False,False,False,False,False,True,False,False,morphology,unacceptable
444,ChatGPT,1,,彼女は部屋を掃除し終えた。,,,,False,False,False,False,True,False,False,False,False,False,False,False,control/raising,acceptable
1020,ChatGPT,0,,彼が料理を3人作った。,,,,False,False,False,False,False,False,False,False,False,False,False,True,quantifier,unacceptable
2464,ChatGPT,1,,私たちはレストランで夕食を食べた。,,,,False,True,False,False,False,False,False,False,False,False,False,False,Arg. Str.,acceptable
234,ChatGPT,0,*,パーティーに来た人がみんな話題にしたドレスはそのものだ。,,,,False,False,False,True,False,True,False,False,False,False,False,False,filler-gap,unacceptable
1535,ChatGPT,0,,勝也は沙織がどこで彼のジャケットを失くしたのか憤慨しているの？,,,,False,False,False,True,False,True,False,False,False,False,False,False,filler-gap,unacceptable
1136,ChatGPT,1,,このソフトは使いやすい。,,,,False,False,False,False,False,False,False,False,False,True,False,False,morphology,acceptable
182,ChatGPT,0,*,この料理は全然塩を何も使わない。,この料理は全然塩を何も使わない。,This dish doesn't use any salt at all.,This dish-TOP at all salt-ACC what-MO use-NEG Present,False,False,False,False,False,False,True,False,False,False,False,False,NPI/NCI,unacceptable
2086,ChatGPT,0,,どの国を彼女がどの言語を学んだか記憶していますか？,,,,False,False,False,True,False,False,False,False,False,False,False,False,filler-gap,unacceptable
1007,ChatGPT,0,,学生がレポートを3冊書いた。,,,,False,False,False,False,False,False,False,False,False,False,False,True,quantifier,unacceptable
2323,ChatGPT,1,,その図書館には雑誌が200冊ある。,,,,False,False,False,False,False,False,False,False,False,False,False,True,quantifier,acceptable
51,ChatGPT,1,g,彼は一切の甘いものを食べなかった。,彼は一切の甘いものを食べなかった。,He didn't eat any sweets at all.',he-TOP any sweets-ACC eat-NEG-PAST,False,False,False,False,False,False,True,False,False,False,False,False,NPI/NCI,acceptable
406,ChatGPT,0,*,私が今朝試したゲームは刺激的だが、弟が試したは単調だ。,,,,False,False,True,False,False,False,False,False,False,False,True,False,ellipsis,unacceptable
1441,ChatGPT,0,,この道は不安です。,,,,False,False,False,False,False,False,False,True,False,False,False,False,verbal agr.,unacceptable
2355,ChatGPT,1,,彼は朝のジョギングを終えた。,,,,False,False,False,False,False,False,False,False,False,True,False,False,morphology,acceptable
1444,ChatGPT,0,,その星は軽いです。,,,,False,False,False,False,False,False,False,True,False,False,False,False,verbal agr.,unacceptable
2236,ChatGPT,1,,明子は自分の部屋を新しい家具で飾った。,,,,False,False,False,False,False,False,False,False,True,False,False,False,binding,acceptable
1312,ChatGPT,1,,僕が先輩に助けをお願いした。,,,,False,False,False,False,False,False,False,True,False,False,False,False,verbal agr.,acceptable
1932,ChatGPT,0,,彼が曲に聞いた。,,,,True,False,False,False,False,False,False,False,False,False,False,False,simple,unacceptable
